,Name,Symbol
6657,Spindletop Health Acquisition Corp. Class A Common Stock,SHCA
6658,Spindletop Health Acquisition Corp. Warrant,SHCAW
6659,Sharecare Inc. Class A Common Stock,SHCR
6660,Sharecare Inc. Warrant,SHCRW
6661,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,SHEL
6662,Shenandoah Telecommunications Co Common Stock,SHEN
6663,Shinhan Financial Group Co Ltd American Depositary Shares,SHG
6664,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,SHI
6665,Seanergy Maritime Holdings Corp Common Stock,SHIP
6666,Shoals Technologies Group Inc. Class A Common Stock,SHLS
6667,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,SHLX
6668,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,SHO
6669,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,SHO^H
6670,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,SHO^I
6671,Steven Madden Ltd. Common Stock,SHOO
6672,Shopify Inc. Class A Subordinate Voting Shares,SHOP
6673,Shuttle Pharmaceuticals Holdings Inc. Common Stock,SHPH
6674,Shapeways Holdings Inc. Common Stock,SHPW
6675,Shelter Acquisition Corporation I Class A Common Stock,SHQA
6676,Shelter Acquisition Corporation I Units,SHQAU
6677,Shelter Acquisition Corporation I Warrants,SHQAW
6678,SHUAA Partners Acquisition Corp I Class A Ordinary Share,SHUA
6679,SHUAA Partners Acquisition Corp I Warrant,SHUAW
6680,Sherwin-Williams Company (The) Common Stock,SHW
6681,The Shyft Group Inc. Common Stock,SHYF
6682,Silvergate Capital Corporation Class A Common Stock,SI
6683,Silvergate Capital Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,SI^A
6684,SI-BONE Inc. Common Stock,SIBN
6685,Companhia Siderurgica Nacional S.A. Common Stock,SID
6686,Sidus Space Inc. Class A Common Stock,SIDU
6687,Siebert Financial Corp. Common Stock,SIEB
6688,Sientra Inc. Common Stock,SIEN
6689,Sierra Lake Acquisition Corp. Class A Common Stock,SIER
6690,Sierra Lake Acquisition Corp. Unit,SIERU
6691,SIFCO Industries Inc. Common Stock,SIF
6692,Sify Technologies Limited American Depositary Shares,SIFY
6693,Signet Jewelers Limited Common Shares,SIG
6694,SIGA Technologies Inc. Common Stock,SIGA
6695,Selective Insurance Group Inc. Common Stock,SIGI
6696,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,SIGIP
6697,Sprott Inc. Common Shares,SII
6698,Silicom Ltd Ordinary Shares,SILC
6699,Silk Road Medical Inc. Common Stock,SILK
6700,SilverCrest Metals Inc. Common Shares,SILV
6701,Grupo Simec S.A.B. de C.V. American Depositary Shares,SIM
6702,Silicon Motion Technology Corporation American Depositary Shares,SIMO
6703,SiNtx Technologies Inc. Common Stock,SINT
6704,Sio Gene Therapies Inc. Common Stock,SIOX
6705,Sisecam Resources LP Common Units representing limited partner interests,SIRE
6706,Sirius XM Holdings Inc. Common Stock,SIRI
6707,Shineco Inc. Common Stock,SISI
6708,SITE Centers Corp. Common Stock,SITC
6709,SITE Centers Corp. 6.375% Class A Preferred Shares,SITC^A
6710,SiteOne Landscape Supply Inc. Common Stock,SITE
6711,SiTime Corporation Common Stock,SITM
6712,SVB Financial Group Common Stock,SIVB
6713,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,SIVBP
6714,Six Flags Entertainment Corporation New Common Stock,SIX
6715,Scienjoy Holding Corporation Class A Ordinary Shares ,SJ
6716,South Jersey Industries Inc. Common Stock,SJI
6717,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,SJIJ
6718,South Jersey Industries Inc. Corporate Units,SJIV
6719,J.M. Smucker Company (The) New Common Stock,SJM
6720,Shaw Communications Inc. Common Stock,SJR
6721,San Juan Basin Royalty Trust Common Stock,SJT
6722,SJW Group Common Stock (DE),SJW
6723,Skeena Resources Limited Common Shares,SKE
6724,SK Growth Opportunities Corporation Class A Common Stock,SKGR
6725,Skillsoft Corp. Class A Common Stock,SKIL
6726,The Beauty Health Company Class A Common Stock,SKIN
6727,Skillz Inc. Class A Common Stock,SKLZ
6728,SK Telecom Co. Ltd. Common Stock,SKM
6729,Tanger Factory Outlet Centers Inc. Common Stock,SKT
6730,Skechers U.S.A. Inc. Common Stock,SKX
6731,Skyline Champion Corporation Common Stock,SKY
6732,Skydeck Acquisition Corp. Class A Ordinary Shares,SKYA
6733,Sky Harbour Group Corporation Class A Common Stock,SKYH
6734,SkyWater Technology Inc. Common Stock,SKYT
6735,SkyWest Inc. Common Stock,SKYW
6736,SKYX Platforms Corp. Common Stock,SKYX
6737,Silicon Laboratories Inc. Common Stock,SLAB
6738,Social Leverage Acquisition Corp I Class A Common Stock,SLAC
6739,Slam Corp. Class A Ordinary Share,SLAM
6740,Slam Corp. Unit,SLAMU
6741,Slam Corp. warrant,SLAMW
6742,Schlumberger N.V. Common Stock,SLB
6743,U.S. Silica Holdings Inc. Common Stock,SLCA
6744,Silver Crest Acquisition Corporation Class A Ordinary Share,SLCR
6745,Silver Crest Acquisition Corporation Unit,SLCRU
6746,Silver Crest Acquisition Corporation Warrant,SLCRW
6747,Solid Biosciences Inc. Common Stock,SLDB
6748,Solid Power Inc. Class A Common Stock,SLDP
6749,Solid Power Inc. Warrant,SLDPW
6750,Sun Life Financial Inc. Common Stock,SLF
6751,SL Green Realty Corp Common Stock,SLG
6752,SL Green Realty Corporation Preferred Series I,SLG^I
6753,SomaLogic Inc. Class A Common Stock,SLGC
6754,SomaLogic Inc. Warrant,SLGCW
6755,Super League Gaming Inc. Common Stock,SLGG
6756,Sol-Gel Technologies Ltd. Ordinary Shares,SLGL
6757,Silgan Holdings Inc. Common Stock,SLGN
6758,Standard Lithium Ltd. Common Shares,SLI
6759,SLM Corporation Common Stock,SLM
6760,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,SLMBP
6761,Silence Therapeutics Plc American Depository Share,SLN
6762,Stabilis Solutions Inc. Common Stock,SLNG
6763,Soluna Holdings Inc. Common Stock,SLNH
6764,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,SLNHP
6765,Soleno Therapeutics Inc. Common Stock,SLNO
6766,Simulations Plus Inc. Common Stock,SLP
6767,SelectQuote Inc. Common Stock,SLQT
6768,SLR Investment Corp. Common Stock,SLRC
6769,Salarius Pharmaceuticals Inc. Common Stock,SLRX
6770,SELLAS Life Sciences Group Inc. Common Stock,SLS
6771,Sylvamo Corporation Common Stock,SLVM
6772,SilverSPAC Inc. Class A Ordinary Share,SLVR
6773,SilverSPAC Inc. Unit,SLVRU
6774,SilverSPAC Inc. Warrant,SLVRW
6775,SM Energy Company Common Stock,SM
6776,SportsMap Tech Acquisition Corp. Common Stock,SMAP
6777,Smartsheet Inc. Class A Common Stock,SMAR
6778,Southern Missouri Bancorp Inc. Common Stock,SMBC
6779,SmartFinancial Inc. Common Stock,SMBK
6780,Super Micro Computer Inc. Common Stock,SMCI
6781,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),SMFG
6782,Smart for Life Inc. Common Stock,SMFL
6783,Sema4 Holdings Corp. Class A Common Stock,SMFR
6784,Sema4 Holdings Corp. Warrant,SMFRW
6785,Scotts Miracle-Gro Company (The) Common Stock,SMG
6786,SEACOR Marine Holdings Inc. Common Stock ,SMHI
6787,Smith-Midland Corporation Common Stock,SMID
6788,Summit Healthcare Acquisition Corp. Class A Ordinary Share,SMIH
6789,Summit Healthcare Acquisition Corp. Warrant,SMIHW
6790,Schmitt Industries Inc. Common Stock,SMIT
6791,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,SMLP
6792,Semler Scientific Inc. Common Stock,SMLR
6793,Salient Midstream Common Shares of Beneficial Interest,SMM
6794,Summit Financial Group Inc. Common Stock,SMMF
6795,Summit Therapeutics Inc. Common Stock ,SMMT
6796,Standard Motor Products Inc. Common Stock,SMP
6797,The Simply Good Foods Company Common Stock,SMPL
6798,NuScale Power Corporation Class A Common Stock,SMR
6799,SmartRent Inc. Class A Common Stock,SMRT
6800,Smith Micro Software Inc. Common Stock,SMSI
6801,Semtech Corporation Common Stock,SMTC
6802,Sanara MedTech Inc. Common Stock,SMTI
6803,Sierra Metals Inc. Common Stock,SMTS
6804,Similarweb Ltd. Ordinary Shares,SMWB
6805,Snap-On Incorporated Common Stock,SNA
6806,Snap Inc. Class A Common Stock,SNAP
6807,Stryve Foods Inc. Class A Common Stock,SNAX
6808,Stryve Foods Inc. Warrant,SNAXW
6809,Sleep Number Corporation Common Stock,SNBR
6810,Science 37 Holdings Inc. Common Stock,SNCE
6811,Synchronoss Technologies Inc. Common Stock,SNCR
6812,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,SNCRL
6813,Sun Country Airlines Holdings Inc. Common Stock,SNCY
6814,Smart Sand Inc. Common Stock,SND
6815,Sonida Senior Living Inc. Common Stock,SNDA
6816,SNDL Inc. Common Shares,SNDL
6817,Schneider National Inc. Common Stock,SNDR
6818,Syndax Pharmaceuticals Inc. Common Stock,SNDX
6819,SenesTech Inc. Common Stock,SNES
6820,StoneX Group Inc. Common Stock,SNEX
6821,Security National Financial Corporation Class A Common Stock,SNFCA
6822,Soligenix Inc. Common Stock,SNGX
6823,Evolve Transition Infrastructure LP Common Stock,SNMP
6824,Smith & Nephew SNATS Inc. Common Stock,SNN
6825,Sonoma Pharmaceuticals Inc. Common Stock,SNOA
6826,Snowflake Inc. Class A Common Stock,SNOW
6827,China Petroleum & Chemical Corporation Common Stock,SNP
6828,Snap One Holdings Corp. Common Stock,SNPO
6829,Synopsys Inc. Common Stock,SNPS
6830,Synaptogenix Inc. Common Stock,SNPX
6831,Senior Connect Acquisition Corp. I Class A Common Stock,SNRH
6832,Senior Connect Acquisition Corp. I Warrant,SNRHW
6833,Sensei Biotherapeutics Inc. Common Stock,SNSE
6834,Senstar Technologies Ltd. Ordinary Shares,SNT
6835,Sentage Holdings Inc. Ordinary Shares,SNTG
6836,Senti Biosciences Inc. Common Stock,SNTI
6837,Synovus Financial Corp. Common Stock,SNV
6838,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,SNV^D
6839,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,SNV^E
6840,TD SYNNEX Corporation Common Stock,SNX
6841,Sanofi ADS,SNY
6842,Southern Company (The) Common Stock,SO
6843,SOBR Safe Inc. Common Stock,SOBR
6844,SoFi Technologies Inc. Common Stock  ,SOFI
6845,Sonic Foundry Inc. Common Stock,SOFO
6846,Sotherly Hotels Inc. Common Stock,SOHO
6847,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,SOHOB
6848,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON
6849,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,SOHOO
6850,Sohu.com Limited American Depositary Shares,SOHU
6851,Solaris Oilfield Infrastructure Inc. Class A Common Stock,SOI
6852,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,SOJC
6853,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,SOJD
6854,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,SOJE
6855,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),SOL
6856,Electrameccanica Vehicles Corp. Ltd. Common Stock,SOLO
6857,Electrameccanica Vehicles Corp. Ltd. Warrants,SOLOW
6858,Sonoco Products Company Common Stock,SON
6859,Sonder Holdings Inc. Class A Common Stock,SOND
6860,Sonder Holdings Inc. Warrants,SONDW
6861,Sonim Technologies Inc. Common Stock,SONM
6862,Sonnet BioTherapeutics Holdings Inc. Common Stock,SONN
6863,Sonos Inc. Common Stock,SONO
6864,Sonendo Inc. Common Stock,SONX
6865,Sony Group Corporation American Depositary Shares ,SONY
6866,Society Pass Incorporated Common Stock,SOPA
6867,SOPHiA GENETICS SA Ordinary Shares,SOPH
6868,Source Capital Inc. Common Stock,SOR
6869,SOS Limited American Depositary Shares,SOS
6870,Sono-Tek Corporation Common Stock,SOTK
6871,SoundHound AI Inc Class A Common Stock,SOUN
6872,SoundHound AI Inc. Warrant,SOUNW
6873,Sovos Brands Inc. Common Stock,SOVO
6874,SP Plus Corporation Common Stock,SP
6875,Spectrum Brands Holdings Inc. Common Stock,SPB
6876,SuperCom Ltd. Ordinary Shares (Israel),SPCB
6877,Virgin Galactic Holdings Inc. Common Stock,SPCE
6878,Sound Point Acquisition Corp I Ltd Class A Ordinary Share,SPCM
6879,Sound Point Acquisition Corp I Ltd Unit,SPCMU
6880,Sound Point Acquisition Corp I Ltd Warrant,SPCMW
6881,Special Opportunities Fund Inc Common Stock,SPE
6882,Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock Series C,SPE^C
6883,South Plains Financial Inc. Common Stock,SPFI
6884,Simon Property Group Inc. Common Stock,SPG
6885,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,SPG^J
6886,S&P Global Inc. Common Stock,SPGI
6887,Simon Property Group Acquisition Holdings Inc. Class A Common Stock,SPGS
6888,Suburban Propane Partners L.P. Common Stock,SPH
6889,SPI Energy Co. Ltd. Ordinary Shares,SPI
6890,Spire Global Inc. Class A Common Stock,SPIR
6891,SPK Acquisition Corp. Common Stock,SPK
6892,Silver Spike Acquisition Corp II Class A Ordinary Shares,SPKB
6893,Silver Spike Acquisition Corp II Units,SPKBU
6894,Silver Spike Acquisition Corp II Warrant,SPKBW
6895,Splunk Inc. Common Stock,SPLK
6896,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,SPLP
6897,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,SPLP^A
6898,SeaSpine Holdings Corporation Common Stock,SPNE
6899,Sapiens International Corporation N.V. Common Shares (Cayman Islands),SPNS
6900,SiriusPoint Ltd. Common Shares,SPNT
6901,SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,SPNT^B
6902,Spok Holdings Inc. Common Stock,SPOK
6903,Spotify Technology S.A. Ordinary Shares,SPOT
6904,Spectrum Pharmaceuticals Inc.Common Stock,SPPI
6905,Spirit Aerosystems Holdings Inc. Common Stock,SPR
6906,Spruce Biosciences Inc. Common Stock,SPRB
6907,SciSparc Ltd. Ordinary Shares,SPRC
6908,Spero Therapeutics Inc. Common Stock,SPRO
6909,SPS Commerce Inc. Common Stock,SPSC
6910,Sprout Social Inc Class A Common Stock,SPT
6911,SportsTek Acquisition Corp. Class A Common Stock,SPTK
6912,SportsTek Acquisition Corp. Unit,SPTKU
6913,SportsTek Acquisition Corp. Warrant,SPTKW
6914,SpartanNash Company Common Stock,SPTN
6915,Sportsman's Warehouse Holdings Inc. Common Stock,SPWH
6916,SunPower Corporation Common Stock,SPWR
6917,SPX Technologies Inc. Common Stock,SPXC
6918,Nuveen S&P 500 Dynamic Overwrite Fund,SPXX
6919,Block Inc. Class A Common Stock,SQ
6920,Presidio Property Trust Inc. Class A Common Stock,SQFT
6921,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,SQFTP
6922,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,SQFTW
6923,SeqLL Inc. Common stock,SQL
6924,SeqLL Inc. Warrant,SQLLW
6925,Sociedad Quimica y Minera S.A. Common Stock,SQM
6926,Sequans Communications S.A. American Depositary Shares,SQNS
6927,Squarespace Inc. Class A Common Stock,SQSP
6928,SQZ Biotechnologies Company Common Stock,SQZ
6929,Spire Inc. Common Stock,SR
6930,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,SR^A
6931,Sportradar Group AG Class A Ordinary Shares,SRAD
6932,SRAX Inc. Class A Common Stock,SRAX
6933,Spirit Realty Capital Inc. Common Stock,SRC
6934,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,SRC^A
6935,1st Source Corporation Common Stock,SRCE
6936,Stericycle Inc. Common Stock,SRCL
6937,Surmodics Inc. Common Stock,SRDX
6938,DBA Sempra Common Stock,SRE
6939,DBA Sempra 5.750% Junior Subordinated Notes due 2079,SREA
6940,Seritage Growth Properties Class A Common Stock,SRG
6941,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,SRG^A
6942,Surgalign Holdings Inc. Common Stock,SRGA
6943,Stoneridge Inc. Common Stock,SRI
6944,Scully Royalty Ltd.,SRL
6945,Sprague Resources LP Common Units representing Limited Partner Interests,SRLP
6946,Sorrento Therapeutics Inc.  Common Stock,SRNE
6947,Sarepta Therapeutics Inc. Common Stock (DE),SRPT
6948,Scholar Rock Holding Corporation Common Stock,SRRK
6949,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,SRSA
6950,Sarissa Capital Acquisition Corp. Unit,SRSAU
6951,StarTek Inc. Common Stock,SRT
6952,Sensus Healthcare Inc. Common Stock,SRTS
6953,Cushing MLP & Infrastructure Total Return Fund,SRV
6954,Surrozen Inc. Common Stock,SRZN
6955,Surrozen Inc. Warrant,SRZNW
6956,Science Strategic Acquisition Corp. Alpha Class A Common Stock,SSAA
6957,Science Strategic Acquisition Corp. Alpha Warrant,SSAAW
6958,SouthState Corporation Common Stock,SSB
6959,Summit State Bank Common Stock,SSBI
6960,Southern States Bancshares Inc. Common Stock,SSBK
6961,Simpson Manufacturing Company Inc. Common Stock,SSD
6962,Silver Spike Investment Corp. Common Stock,SSIC
6963,Strata Skin Sciences Inc. Common Stock,SSKN
6964,Sasol Ltd. American Depositary Shares,SSL
6965,SS&C Technologies Holdings Inc. Common Stock,SSNC
6966,SilverSun Technologies Inc. Common Stock,SSNT
6967,E.W. Scripps Company (The) Class A Common Stock,SSP
6968,SSR Mining Inc. Common Stock,SSRM
6969,SuRo Capital Corp. Common Stock,SSSS
6970,SuRo Capital Corp. 6.00% Notes due 2026,SSSSL
6971,System1 Inc. Class A Common Stock,SST
6972,ShotSpotter Inc. Common Stock,SSTI
6973,Shutterstock Inc. Common Stock,SSTK
6974,SIGNA Sports United N.V. Ordinary Share,SSU
6975,SunLink Health Systems Inc. Common Stock,SSY
6976,Stratasys Ltd. Ordinary Shares (Israel),SSYS
6977,Sensata Technologies Holding plc Ordinary Shares,ST
6978,STAAR Surgical Company Common Stock,STAA
6979,Statera Biopharma Inc. Common Stock,STAB
6980,Staffing 360 Solutions Inc. Common Stock (DE),STAF
6981,Stag Industrial Inc. Common Stock,STAG
6982,iStar Inc. Common Stock,STAR          
6983,iStar Inc. Series D Cumulative Redeemable Preferred Stock,STAR^D
6984,iStar Inc. Series G Cumulative Redeemable Preferred Stock,STAR^G
6985,iStar Inc. Series I Cumulative Redeemable Preferred Stock,STAR^I
6986,S&T Bancorp Inc. Common Stock,STBA
6987,Starbox Group Holdings Ltd. Ordinary Shares,STBX
6988,Stewart Information Services Corporation Common Stock,STC
6989,Steel Connect Inc. Common Stock,STCN
6990,STERIS plc (Ireland) Ordinary Shares,STE
6991,Stem Inc. Class A Common Stock,STEM
6992,StepStone Group Inc. Class A Common Stock,STEP
6993,Sterling Check Corp. Common Stock,STER
6994,ST Energy Transition I Ltd. Class A Ordinary Shares,STET
6995,SRH Total Return Fund Inc. Common Stock,STEW
6996,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,STG
6997,Stagwell Inc. Class A Common Stock,STGW
6998,Neuronetics Inc. Common Stock,STIM
6999,Semantix Inc. Class A Ordinary Shares,STIX
7000,Semantix Inc. Warrant,STIXW
7001,Columbia Seligman Premium Technology Growth Fund Inc,STK
7002,Steakholder Foods Ltd. American Depositary Shares,STKH
7003,SunOpta Inc. Common Stock,STKL
7004,The ONE Group Hospitality Inc. Common Stock,STKS
7005,Stellantis N.V. Common Shares,STLA
7006,Steel Dynamics Inc.,STLD
7007,STMicroelectronics N.V. Common Stock,STM
7008,Stantec Inc Common Stock,STN
7009,StoneCo Ltd. Class A Common Shares,STNE
7010,Scorpio Tankers Inc. Common Shares,STNG
7011,Stoke Therapeutics Inc. Common Stock,STOK
7012,StoneMor Inc. Common Stock,STON
7013,STORE Capital Corporation Common Stock,STOR
7014,Sitio Royalties Corp. Class A Common Stock,STR
7015,Strategic Education Inc. Common Stock,STRA
7016,Sarcos Technology and Robotics Corporation Common Stock,STRC
7017,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares,STRE
7018,Sterling Infrastructure Inc. Common Stock,STRL
7019,Streamline Health Solutions Inc. Common Stock,STRM
7020,Stran & Company Inc. Common Stock,STRN
7021,Stran & Company Inc. Warrant,STRNW
7022,Sutro Biopharma Inc. Common Stock,STRO
7023,Star Equity Holdings Inc. Common Stock,STRR
7024,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,STRRP
7025,Stratus Properties Inc. Common Stock,STRS
7026,STRATTEC SECURITY CORPORATION Common Stock,STRT
7027,Starry Group Holdings Inc. Class A Common Stock,STRY
7028,Satsuma Pharmaceuticals Inc. Common Stock,STSA
7029,Sharps Technology Inc. Common Stock,STSS
7030,Sharps Technology Inc. Warrant,STSSW
7031,State Street Corporation Common Stock,STT
7032,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,STT^D
7033,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,STT^G
7034,Shattuck Labs Inc. Common Stock,STTK
7035,Stevanato Group S.p.A. Ordinary Shares,STVN
7036,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,STWD
7037,Seagate Technology Holdings PLC Ordinary Shares (Ireland),STX
7038,Stereotaxis Inc. Common Stock,STXS
7039,Constellation Brands Inc. Common Stock,STZ
7040,Constellation Brands Inc,STZ/B
7041,Suncor Energy  Inc. Common Stock,SU
7042,ShoulderUp Technology Acquisition Corp. Class A Common Stock,SUAC
7043,Sun Communities Inc. Common Stock,SUI
7044,Summit Materials Inc. Class A Common Stock,SUM
7045,Sumo Logic Inc. Common Stock,SUMO
7046,Sunoco LP Common Units representing limited partner interests,SUN
7047,Sunlight Financial Holdings Inc. Class A Common Stock,SUNL
7048,Sunworks Inc. Common Stock,SUNW
7049,Superior Industries International Inc. Common Stock (DE),SUP
7050,Supernus Pharmaceuticals Inc. Common Stock,SUPN
7051,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,SUPV
7052,Surface Oncology Inc. Common Stock,SURF
7053,SurgePays Inc. Common Stock,SURG
7054,SurgePays Inc. Warrant,SURGW
7055,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),SUZ
7056,Service Properties Trust Common Stock,SVC
7057,SVF Investment Corp. Class A Ordinary Shares,SVFA
7058,SVF Investment Corp. Unit,SVFAU
7059,SVF Investment Corp. Warrant,SVFAW
7060,SVF Investment Corp. 2 Class A Ordinary Shares,SVFB
7061,Save Foods Inc. Common Stock,SVFD
7062,Silvercorp Metals Inc. Common Shares,SVM
7063,7 Acquisition Corporation Class A Ordinary Shares,SVNA
7064,7 Acquisition Corporation Warrant,SVNAW
7065,Savara Inc. Common Stock,SVRA
7066,SaverOne 2014 Ltd. American Depositary Shares,SVRE
7067,SaverOne 2014 Ltd. Warrant,SVREW
7068,Servotronics Inc. Common Stock,SVT
7069,Firsthand Technology Value Fund Inc. Common Stock,SVVC
7070,ShockWave Medical Inc. Common Stock,SWAV
7071,Smith & Wesson Brands Inc. Common Stock,SWBI
7072,Switch Inc. Class A Common Stock,SWCH
7073,Athlon Acquisition Corp. Class A Common stock,SWET
7074,Athlon Acquisition Corp. Unit,SWETU
7075,Athlon Acquisition Corp. Warrant,SWETW
7076,SolarWinds Corporation Common Stock,SWI
7077,Latham Group Inc. Common Stock,SWIM
7078,Sierra Wireless Inc. Common Stock,SWIR
7079,Stanley Black & Decker Inc. Common Stock,SWK
7080,SWK Holdings Corporation Common Stock,SWKH
7081,Skyworks Solutions Inc. Common Stock,SWKS
7082,Southwestern Energy Company Common Stock,SWN
7083,Springwater Special Situations Corp. Common stock,SWSS
7084,Springwater Special Situations Corp. Unit,SWSSU
7085,Springwater Special Situations Corp. Warrant,SWSSW
7086,Stanley Black & Decker Inc. Corporate Unit,SWT
7087,SpringWorks Therapeutics Inc. Common Stock,SWTX
7088,Swvl Holdings Corp Class A Common Shares,SWVL
7089,Swvl Holdings Corp Warrant,SWVLW
7090,Southwest Gas Holdings Inc. Common Stock (DE),SWX
7091,Swiss Helvetia Fund Inc. (The) Common Stock,SWZ
7092,SunCoke Energy Inc. Common Stock,SXC
7093,Standex International Corporation Common Stock,SXI
7094,Sensient Technologies Corporation Common Stock,SXT
7095,China SXT Pharmaceuticals Inc. Ordinary Shares,SXTC
7096,So-Young International Inc. American Depository Shares,SY
7097,Stock Yards Bancorp Inc. Common Stock,SYBT
7098,Synlogic Inc. Common Stock,SYBX
7099,Synchrony Financial Common Stock,SYF
7100,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,SYF^A
7101,Stryker Corporation Common Stock,SYK
7102,Symbotic Inc. Class A Common Stock,SYM
7103,Synthetic Biologics Inc. Common Stock,SYN
7104,Synaptics Incorporated Common Stock $0.001 Par Value,SYNA
7105,Syneos Health Inc. Class A Common Stock,SYNH
7106,Sypris Solutions Inc. Common Stock,SYPR
7107,Syros Pharmaceuticals Inc. Common Stock,SYRS
7108,Siyata Mobile Inc. Common Shares,SYTA
7109,Siyata Mobile Inc. Warrant,SYTAW
7110,Sysco Corporation Common Stock,SYY
7111,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,SZC
7112,Sizzle Acquisition Corp. Common stock,SZZL
7113,Sizzle Acquisition Corp. Warrant,SZZLW
7114,AT&T Inc.,T
7115,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,T^A
7116,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,T^C
7117,TravelCenters of America Inc. Common Stock,TA
7118,TransAlta Corporation Ordinary Shares,TAC
7119,TransAct Technologies Incorporated Common Stock,TACT
7120,Taitron Components Incorporated Class A Common Stock,TAIT
7121,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),TAK
7122,TAL Education Group American Depositary Shares,TAL
7123,Talkspace Inc. Common Stock,TALK
7124,Talkspace Inc. Warrant,TALKW
7125,Talos Energy Inc. Common Stock,TALO
7126,Talaris Therapeutics Inc. Common Stock,TALS
7127,Tantech Holdings Ltd. Common Shares,TANH
7128,TravelCenters of America Inc. 8.25% Senior Notes due 2028,TANNI
7129,TravelCenters of America Inc. 8.00% Senior Notes due 2029,TANNL
7130,TravelCenters of America Inc. 8.00% Senior Notes due 2030,TANNZ
7131,Taoping Inc. Ordinary Shares ,TAOP
7132,Molson Coors Beverage Company Class B Common Stock,TAP
7133,Protara Therapeutics Inc.  Common Stock,TARA
7134,Taro Pharmaceutical Industries Ltd. Ordinary Shares,TARO
7135,Tarsus Pharmaceuticals Inc. Common Stock,TARS
7136,TaskUs Inc. Class A Common Stock,TASK
7137,Carrols Restaurant Group Inc. Common Stock,TAST
7138,TAT Technologies Ltd. Ordinary Shares,TATT
7139,Taylor Devices Inc. Common Stock,TAYD
