,Name,Symbol
5284,Natera Inc. Common Stock,NTRA
5285,Nutriband Inc. Common Stock,NTRB
5286,Nutriband Inc. Warrant,NTRBW
5287,Northern Trust Corporation Common Stock,NTRS
5288,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,NTRSO
5289,NetSTREIT Corp. Common Stock,NTST
5290,NetSol Technologies Inc. Common  Stock,NTWK
5291,Natuzzi S.p.A.,NTZ
5292,Nu Holdings Ltd. Class A Ordinary Shares,NU
5293,Nubia Brand International Corp. Warrant,NUBIW
5294,Nucor Corporation Common Stock,NUE
5295,Nuveen Ohio Quality Municipal Income Fund Common Stock,NUO
5296,NeuroMetrix Inc. Common Stock,NURO
5297,Nu Skin Enterprises Inc. Common Stock,NUS
5298,Nutex Health Inc. Common Stock,NUTX
5299,Nuveen Municipal Value Fund Inc. Common Stock,NUV
5300,NuVasive Inc. Common Stock,NUVA
5301,Nuvation Bio Inc. Class A Common Stock,NUVB
5302,Nuvalent Inc. Class A Common Stock,NUVL
5303,Nuveen AMT-Free Municipal Value Fund,NUW
5304,Nuwellis Inc. Common Stock,NUWE
5305,NuZee Inc. Common Stock,NUZE
5306,NorthView Acquisition Corporation Common Stock,NVAC
5307,NorthView Acquisition Corporation Rights,NVACR
5308,NorthView Acquisition Corporation Warrant,NVACW
5309,Novavax Inc. Common Stock,NVAX
5310,Neovasc Inc. Common Shares,NVCN
5311,NovoCure Limited Ordinary Shares,NVCR
5312,Nuvectis Pharma Inc. Common Stock,NVCT
5313,NVIDIA Corporation Common Stock,NVDA
5314,NVE Corporation Common Stock,NVEC
5315,NV5 Global Inc. Common Stock,NVEE
5316,Nuvei Corporation Subordinate Voting Shares,NVEI
5317,Nova Lifestyle Inc. Common Stock,NVFY
5318,Nuveen AMT-Free Municipal Credit Income Fund ,NVG
5319,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),NVGS
5320,InVivo Therapeutics Holdings Corp Common Stock,NVIV
5321,Nova Ltd. Ordinary Shares,NVMI
5322,enVVeno Medical Corporation Common Stock,NVNO
5323,enVVeno Medical Corporation Warrants,NVNOW
5324,Novo Nordisk A/S Common Stock,NVO
5325,Novo Integrated Sciences Inc. Common Stock,NVOS
5326,NVR Inc. Common Stock,NVR
5327,Nevro Corp. Common Stock,NVRO
5328,Novartis AG Common Stock,NVS
5329,New Vista Acquisition Corp Class A Ordinary Shares,NVSA
5330,New Vista Acquisition Corp Unit,NVSAU
5331,New Vista Acquisition Corp. Warrant ,NVSAW
5332,Envista Holdings Corporation Common Stock,NVST
5333,nVent Electric plc Ordinary Shares ,NVT
5334,Invitae Corporation Common Stock,NVTA
5335,Navitas Semiconductor Corporation Common Stock,NVTS
5336,Nuvve Holding Corp. Common Stock,NVVE
5337,Nuvve Holding Corp. Warrant,NVVEW
5338,NOVONIX Limited American Depository Shares,NVX
5339,Northwest Bancshares Inc. Common Stock,NWBI
5340,NorthWestern Corporation Common Stock,NWE
5341,Norwood Financial Corp. Common Stock,NWFL
5342,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),NWG
5343,Newell Brands Inc. Common Stock,NWL
5344,National Western Life Group Inc. Class A Common Stock,NWLI
5345,Northwest Natural Holding Company Common Stock,NWN
5346,Northwest Pipe Company Common Stock,NWPX
5347,News Corporation Class B Common Stock,NWS
5348,News Corporation Class A Common Stock,NWSA
5349,Quanex Building Products Corporation Common Stock,NX
5350,Nuveen California Select Tax-Free Income Portfolio Common Stock,NXC
5351,NexPoint Diversified Real Estate Trust Common Stock,NXDT
5352,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),NXDT^A
5353,Nexgen Energy Ltd. Common Shares,NXE
5354,NexGel Inc Common Stock,NXGL
5355,NexGel Inc Warrant,NXGLW
5356,NextGen Healthcare Inc. Common Stock,NXGN
5357,Nuveen New Jersey Qualified Municipal Fund ,NXJ
5358,Nuveen New York Select Tax-Free Income Portfolio Common Stock,NXN
5359,Nuveen Select Tax Free Income Portfolio Common Stock,NXP
5360,NXP Semiconductors N.V. Common Stock,NXPI
5361,NextPlat Corp Common Stock,NXPL
5362,NexPoint Residential Trust Inc. Common Stock,NXRT
5363,Nexstar Media Group Inc. Common Stock,NXST
5364,NextCure Inc. Common Stock,NXTC
5365,NextPlay Technologies Inc. Common Stock,NXTP
5366,New York City REIT Inc. Class A Common Stock,NYC
5367,New York Community Bancorp Inc. Common Stock,NYCB
5368,New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,NYCB^A
5369,New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES),NYCB^U
5370,New York Mortgage Trust Inc. Common Stock,NYMT
5371,New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,NYMTL
5372,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYMTM
5373,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYMTN
5374,New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,NYMTZ
5375,Nymox Pharmaceutical Corporation Common Stock (Bahamas),NYMX
5376,New York Times Company (The) Common Stock,NYT
5377,Nyxoah SA Ordinary Shares,NYXH
5378,Nuveen Municipal Credit Income Fund ,NZF
5379,Realty Income Corporation Common Stock,O
5380,Oaktree Capital Group LLC 6.625% Series A Preferred units,OAK^A
5381,Oaktree Capital Group LLC 6.550% Series B Preferred Units,OAK^B
5382,Outbrain Inc. Common Stock,OB
5383,Obsidian Energy Ltd. Common Shares,OBE
5384,Oblong Inc. Common Stock,OBLG
5385,Origin Bancorp Inc. Common Stock,OBNK
5386,ObsEva SA Ordinary Shares,OBSV
5387,Orange County Bancorp Inc. Common Stock,OBT
5388,Owens Corning Inc Common Stock New,OC
5389,OCA Acquisition Corp. Class A Common Stock,OCAX
5390,OCA Acquisition Corp. Unit,OCAXU
5391,OCA Acquisition Corp. Warrant,OCAXW
5392,Optical Cable Corporation Common Stock,OCC
5393,OFS Credit Company Inc. Common Stock,OCCI
5394,OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026,OCCIN
5395,OFS Credit Company Inc. 6.125% Series C Term Preferred Stock,OCCIO
5396,OceanFirst Financial Corp. Common Stock,OCFC
5397,OceanFirst Financial Corp. Depositary Shares,OCFCP
5398,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing three ordinary shares,OCFT
5399,Oriental Culture Holding LTD Ordinary Shares,OCG
5400,Ocugen Inc. Common Stock,OCGN
5401,Ocwen Financial Corporation NEW Common Stock,OCN
5402,Oaktree Specialty Lending Corporation Common Stock,OCSL
5403,Ocular Therapeutix Inc. Common Stock,OCUL
5404,Ocuphire Pharma Inc. Common Stock,OCUP
5405,Oncocyte Corporation Common Stock,OCX
5406,Oil-Dri Corporation Of America Common Stock,ODC
5407,Old Dominion Freight Line Inc. Common Stock,ODFL
5408,The ODP Corporation Common Stock,ODP
5409,Osisko Development Corp. Common Shares,ODV
5410,Orion Engineered Carbons S.A Common Shares,OEC
5411,One Equity Partners Open Water I Corp. Class A Common Stock,OEPW
5412,One Equity Partners Open Water I Corp. Warrant,OEPWW
5413,Orion Energy Systems Inc. Common Stock,OESX
5414,Corporate Office Properties Trust Common Stock,OFC
5415,Oconee Federal Financial Corp. Common Stock,OFED
5416,OFG Bancorp Common Stock,OFG
5417,Orthofix Medical Inc. Common Stock (DE),OFIX
5418,Omega Flex Inc. Common Stock,OFLX
5419,OFS Capital Corporation Common Stock,OFS
5420,OFS Capital Corporation 4.95% Notes due 2028,OFSSH
5421,Onion Global Limited American Depositary Shares (each ten (10) ADSs representing one (1) Class A Ordinary Share),OG
5422,OGE Energy Corp Common Stock,OGE
5423,Oragenics Inc. Common Stock,OGEN
5424,Organigram Holdings Inc. Common Shares,OGI
5425,Organon & Co. Common Stock ,OGN
5426,ONE Gas Inc. Common Stock,OGS
5427,OPY Acquisition Corp. I Class A Common Stock,OHAA
5428,Omega Healthcare Investors Inc. Common Stock,OHI
5429,Orion Acquisition Corp. Class A common stock,OHPA
5430,Orion Acquisition Corp. Unit,OHPAU
5431,O-I Glass Inc. Common Stock,OI
5432,Invesco Municipal Income Opportunities Trust Common Stock,OIA
5433,Orbital Infrastructure Group Inc. Common Stock,OIG
5434,Oceaneering International Inc. Common Stock,OII
5435,O2Micro International Limited American Depositary Shares,OIIM
5436,Oil States International Inc. Common Stock,OIS
5437,ONEOK Inc. Common Stock,OKE
5438,Okta Inc. Class A Common Stock,OKTA
5439,OKYO Pharma Limited American Depositary Shares,OKYO
5440,The OLB Group Inc. Common Stock,OLB
5441,Universal Display Corporation Common Stock,OLED
5442,OmniLit Acquisition Corp. Class A Common Stock,OLIT
5443,OmniLit Acquisition Corp. Warrants.,OLITW
5444,Olink Holding AB (publ) American Depositary Shares,OLK
5445,Ollie's Bargain Outlet Holdings Inc. Common Stock,OLLI
5446,Olema Pharmaceuticals Inc. Common Stock,OLMA
5447,Olin Corporation Common Stock,OLN
5448,Olo Inc. Class A Common Stock,OLO
5449,One Liberty Properties Inc. Common Stock,OLP
5450,Olaplex Holdings Inc. Common Stock,OLPX
5451,Outset Medical Inc. Common Stock,OM
5452,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,OMAB
5453,Omnicom Group Inc. Common Stock,OMC
5454,Omnicell Inc. Common Stock ($0.001 par value),OMCL
5455,Omega Alpha SPAC Class A Ordinary Shares,OMEG
5456,Omeros Corporation Common Stock,OMER
5457,Odyssey Marine Exploration Inc. Common Stock,OMEX
5458,OneMain Holdings Inc. Common Stock,OMF
5459,Omega Therapeutics Inc. Common Stock,OMGA
5460,Owens & Minor Inc. Common Stock,OMI
5461,Singular Genomics Systems Inc. Common Stock,OMIC
5462,OMNIQ Corp. Common Stock,OMQS
5463,ON Semiconductor Corporation Common Stock,ON
5464,Old National Bancorp Common Stock,ONB
5465,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,ONBPO
5466,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,ONBPP
5467,Oncorus Inc. Common Stock,ONCR
5468,OncoSec Medical Incorporated Common Stock,ONCS
5469,Oncternal Therapeutics Inc. Common Stock,ONCT
5470,Oncolytics Biotech Inc. Common Shares,ONCY
5471,Ondas Holdings Inc. Common Stock,ONDS
5472,1Life Healthcare Inc. Common Stock,ONEM
5473,OneWater Marine Inc. Class A Common Stock,ONEW
5474,Onfolio Holdings Inc. Common Stock,ONFO
5475,Onfolio Holdings Inc. Warrant,ONFOW
5476,Orion Office REIT Inc. Common Stock,ONL
5477,On Holding AG Class A Ordinary Shares,ONON
5478,ON24 Inc. Common Stock,ONTF
5479,Onto Innovation Inc. Common Stock,ONTO
5480,Onconova Therapeutics Inc. Common Stock,ONTX
5481,Organovo Holdings Inc. Common Stock,ONVO
5482,Onyx Acquisition Co. I Class A Ordinary Shares,ONYX
5483,Onyx Acquisition Co. I Unit,ONYXU
5484,Ooma Inc. Common Stock,OOMA
5485,OceanPal Inc. Common Stock,OP
5486,Magnum Opus Acquisition Limited Class A Ordinary Shares,OPA
5487,Offerpad Solutions Inc. Class A Common Stock,OPAD
5488,OPAL Fuels Inc. Class A Common Stock,OPAL
5489,OPAL Fuels Inc. Warrant,OPALW
5490,OP Bancorp Common Stock,OPBK
5491,Option Care Health Inc. Common Stock,OPCH
5492,Opendoor Technologies Inc Common Stock,OPEN
5493,OppFi Inc. Class A Common Stock,OPFI
5494,OpGen Inc. Common Stock,OPGN
5495,OptimumBank Holdings Inc. Common Stock,OPHC
5496,Office Properties Income Trust Common Shares of Beneficial Interest,OPI
5497,Office Properties Income Trust 6.375% Senior Notes due 2050,OPINL
5498,OPKO Health Inc. Common Stock,OPK
5499,Opiant Pharmaceuticals Inc. Common Stock,OPNT
5500,Old Point Financial Corporation Common Stock,OPOF
5501,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock,OPP
5502,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.375% Series A Cumulative Preferred Stock,OPP^A
5503,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.75% Series B Cumulative Preferred Stock,OPP^B
5504,Opera Limited American Depositary Shares,OPRA
5505,Oportun Financial Corporation Common Stock,OPRT
5506,OptimizeRx Corporation Common Stock,OPRX
5507,Opthea Limited American Depositary Shares,OPT
5508,OptiNose Inc. Common Stock,OPTN
5509,Ocean Power Technologies Inc. Common Stock,OPTT
5510,Oppenheimer Holdings Inc. Class A Common Stock (DE),OPY
5511,Osisko Gold Royalties Ltd Common Shares,OR
5512,Ormat Technologies Inc. Common Stock,ORA
5513,Orange,ORAN
5514,Orchid Island Capital Inc. Common Stock,ORC
5515,Owl Rock Capital Corporation Common Stock,ORCC
5516,Oracle Corporation Common Stock,ORCL
5517,Origin Materials Inc. Common Stock,ORGN
5518,Origin Materials Inc. Warrants,ORGNW
5519,Organogenesis Holdings Inc. Class A Common Stock,ORGO
5520,Orgenesis Inc. Common Stock,ORGS
5521,Old Republic International Corporation Common Stock,ORI
5522,Orion Biotech Opportunities Corp. Class A Ordinary Share,ORIA
5523,Orion Biotech Opportunities Corp. Units,ORIAU
5524,Orion Biotech Opportunities Corp. Warrant,ORIAW
5525,Oric Pharmaceuticals Inc. Common Stock,ORIC
5526,Orla Mining Ltd. Common Shares,ORLA
5527,O'Reilly Automotive Inc. Common Stock,ORLY
5528,Oramed Pharmaceuticals Inc. Common Stock,ORMP
5529,Orion Group Holdings Inc. Common,ORN
5530,Orrstown Financial Services Inc Common Stock,ORRF
5531,Orchard Therapeutics plc American Depositary Shares,ORTX
5532,Old Second Bancorp Inc. Common Stock,OSBC
5533,Oscar Health Inc. Class A Common Stock,OSCR
5534,Overseas Shipholding Group Inc. Class A Common Stock,OSG
5535,Oak Street Health Inc. Common Stock,OSH
5536,Osiris Acquisition Corp. Class A Common Stock,OSI
5537,OSI Systems Inc. Common Stock (DE),OSIS
5538,Oshkosh Corporation (Holding Company)Common Stock,OSK
5539,OneSpan Inc. Common Stock,OSPN
5540,One Stop Systems Inc. Common Stock,OSS
5541,Ostin Technology Group Co. Ltd. Ordinary Shares,OST
5542,Overstock.com Inc. Common Stock,OSTK
5543,Oyster Enterprises Acquisition Corp. Class A Common Stock,OSTR
5544,Oyster Enterprises Acquisition Corp. Unit,OSTRU
5545,Oyster Enterprises Acquisition Corp. Warrant,OSTRW
5546,OraSure Technologies Inc. Common Stock,OSUR
5547,OneSpaWorld Holdings Limited Common Shares,OSW
5548,OceanTech Acquisitions I Corp. Class A Common Stock,OTEC
5549,OceanTech Acquisitions I Corp. Units,OTECU
5550,Open Text Corporation Common Shares,OTEX
5551,Otonomy Inc. Common Stock,OTIC
5552,Otis Worldwide Corporation Common Stock ,OTIS
5553,Outlook Therapeutics Inc. Common Stock,OTLK
5554,Oatly Group AB American Depositary Shares,OTLY
5555,Otonomo Technologies Ltd. Ordinary shares,OTMO
5556,Otonomo Technologies Ltd. Warrant,OTMOW
5557,Ontrak Inc. Common Stock,OTRK
5558,Ontrak Inc. 9.50% Series A Cumulative Perpetual Preferred Stock,OTRKP
5559,Otter Tail Corporation Common Stock,OTTR
5560,Ouster Inc. Common Stock,OUST
5561,OUTFRONT Media Inc. Common Stock,OUT
5562,Ohio Valley Banc Corp. Common Stock,OVBC
5563,Ovid Therapeutics Inc. Common Stock,OVID
5564,Oak Valley Bancorp (CA) Common Stock,OVLY
5565,Ovintiv Inc. (DE),OVV
5566,Blue Owl Capital Inc. Class A Common Stock,OWL
5567,Owlet Inc. Class A Common Stock,OWLT
5568,Oxbridge Acquisition Corp. Class A Ordinary Shares,OXAC
5569,Oxbridge Acquisition Corp. Warrant,OXACW
5570,Oxbridge Re Holdings Limited Ordinary Shares,OXBR
5571,Oxbridge Re Holdings Limited Warrant expiring 3/26/2024,OXBRW
5572,Oxford Lane Capital Corp. Common Stock,OXLC
5573,Oxford Lane Capital Corp. 6.75% Notes due 2031,OXLCL
5574,Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock,OXLCM
5575,Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,OXLCN
5576,Oxford Lane Capital Corp. Preferred Stock Shares 6.00% Series 2029,OXLCO
5577,Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares,OXLCP
5578,Oxford Lane Capital Corp. 5.00% Notes due 2027,OXLCZ
5579,Oxford Industries Inc. Common Stock,OXM
5580,Oxford Square Capital Corp. Common Stock,OXSQ
5581,Oxford Square Capital Corp. 5.50% Notes due 2028,OXSQG
5582,Oxford Square Capital Corp. 6.50% Notes due 2024,OXSQL
5583,Oxford Square Capital Corp. 6.25% Notes due 2026,OXSQZ
5584,Oxus Acquisition Corp. Class A Ordinary Shares,OXUS
5585,Oxus Acquisition Corp. Warrant,OXUSW
5586,Occidental Petroleum Corporation Common Stock,OXY
5587,Oyster Point Pharma Inc. Common Stock,OYST
5588,Belpointe PREP LLC Class A Units,OZ
5589,Bank OZK Common Stock,OZK
5590,Bank OZK 4.625% Series A Non-Cumulative Perpetual Preferred Stock,OZKAP
5591,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,PAA
5592,Pan American Silver Corp. Common Stock,PAAS
5593,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares),PAC
5594,Pacific Biosciences of California Inc. Common Stock,PACB
5595,PROOF Acquisition Corp I Class A Common Stock,PACI
5596,Ranpak Holdings Corp Class A Common Stock,PACK
5597,PacWest Bancorp Common Stock,PACW
5598,PacWest Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 7.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,PACWP
5599,Pioneer Merger Corp. Class A Ordinary Share,PACX
5600,Pioneer Merger Corp. Unit,PACXU
5601,Pioneer Merger Corp. Warrant,PACXW
5602,Pacifico Acquisition Corp. Units,PAFOU
5603,Penske Automotive Group Inc. Common Stock,PAG
5604,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,PAGP
5605,PagSeguro Digital Ltd. Class A Common Shares,PAGS
5606,Phibro Animal Health Corporation Class A Common Stock,PAHC
5607,Western Asset Investment Grade Income Fund Inc.,PAI
5608,Palisade Bio Inc. Common Stock,PALI
5609,Paltalk Inc. Common Stock,PALT
5610,Pampa Energia S.A. Pampa Energia S.A.,PAM
5611,Panacea Acquisition Corp. II Class A Ordinary Shares,PANA
5612,Pangaea Logistics Solutions Ltd. Common Shares,PANL
5613,Palo Alto Networks Inc. Common Stock,PANW
